date,hour,sales,profit,region,state,category,type,caffeination
9/10/2011,8,212,86,East,FL,Espresso,Decaf Espresso,Decaf
9/20/2011,9,265,128,East,FL,Coffee,Columbian,Regular
9/26/2011,10,245,120,East,FL,Coffee,Decaf Irish Cream,Decaf
9/24/2011,11,109,9,East,MA,Herbal Tea,Lemon,Decaf
9/17/2011,12,77,34,East,MA,Tea,Darjeeling,Regular
9/23/2011,13,53,19,East,MA,Tea,Green Tea,Regular
9/23/2011,14,104,46,East,MA,Espresso,Caffe Mocha,Regular
9/14/2011,15,330,129,East,MA,Espresso,Regular Espresso,Regular
9/26/2011,16,614,690,East,MA,Coffee,Columbian,Regular
9/15/2011,17,97,3,East,NH,Herbal Tea,Lemon,Decaf
9/29/2011,18,51,18,East,NH,Tea,Darjeeling,Regular
9/24/2011,19,46,46,East,NH,Tea,Green Tea,Regular
9/4/2011,21,113,10,East,NH,Espresso,Caffe Mocha,Regular
9/8/2011,22,58,18,East,NH,Espresso,Regular Espresso,Regular
9/4/2011,23,128,49,East,NH,Coffee,Amaretto,Regular
9/17/2011,0,148,50,East,NH,Coffee,Columbian,Regular
9/2/2011,1,577,137,East,NY,Herbal Tea,Lemon,Decaf
9/15/2011,2,119,353,East,NY,Herbal Tea,Mint,Decaf
9/30/2011,3,261,157,East,NY,Tea,Darjeeling,Regular
9/21/2011,4,322,197,East,NY,Tea,Earl Grey,Regular
9/27/2011,5,212,125,East,NY,Tea,Green Tea,Regular
9/15/2011,6,72,292,East,NY,Espresso,Caffe Mocha,Regular
9/9/2011,7,604,332,East,NY,Espresso,Regular Espresso,Regular
9/6/2011,8,842,463,East,NY,Coffee,Columbian,Regular
9/29/2011,9,169,82,South,LA,Herbal Tea,Chamomile,Decaf
9/23/2011,10,160,37,South,LA,Herbal Tea,Lemon,Decaf
9/29/2011,11,127,68,South,LA,Coffee,Columbian,Regular
9/21/2011,12,134,74,South,LA,Coffee,Decaf Irish Cream,Decaf
9/6/2011,13,159,3,South,LA,Espresso,Caffe Latte,Regular
9/9/2011,14,161,79,South,LA,Espresso,Caffe Mocha,Regular
9/2/2011,15,120,46,South,LA,Espresso,Decaf Espresso,Decaf
9/2/2011,16,51,19,South,NM,Herbal Tea,Chamomile,Decaf
9/9/2011,17,77,12,South,NM,Herbal Tea,Lemon,Decaf
9/6/2011,18,148,50,South,NM,Coffee,Columbian,Regular
9/21/2011,19,123,65,South,NM,Coffee,Decaf Irish Cream,Decaf
9/28/2011,20,58,18,South,NM,Espresso,Caffe Latte,Regular
9/11/2011,21,113,12,South,NM,Espresso,Caffe Mocha,Regular
9/4/2011,22,97,19,South,NM,Espresso,Decaf Espresso,Decaf
9/24/2011,23,159,36,South,OK,Herbal Tea,Chamomile,Decaf
9/15/2011,0,238,24,South,OK,Herbal Tea,Lemon,Decaf
9/21/2011,1,149,70,South,OK,Coffee,Columbian,Regular
9/21/2011,2,77,34,South,OK,Coffee,Decaf Irish Cream,Decaf
9/13/2011,3,245,122,South,OK,Espresso,Caffe Latte,Regular
9/20/2011,4,53,19,South,OK,Espresso,Caffe Mocha,Regular
9/20/2011,5,265,129,South,OK,Espresso,Decaf Espresso,Decaf
9/16/2011,6,133,40,South,TX,Herbal Tea,Chamomile,Decaf
9/6/2011,7,114,42,South,TX,Herbal Tea,Lemon,Decaf
9/16/2011,8,582,292,South,TX,Coffee,Columbian,Regular
9/23/2011,9,141,62,South,TX,Coffee,Decaf Irish Cream,Decaf
9/13/2011,10,160,58,South,TX,Espresso,Caffe Latte,Regular
9/23/2011,11,322,199,South,TX,Espresso,Caffe Mocha,Regular
9/21/2011,12,212,126,South,TX,Espresso,Decaf Espresso,Decaf
9/29/2011,13,113,10,West,UT,Tea,Darjeeling,Regular
9/10/2011,14,97,18,West,UT,Tea,Earl Grey,Regular
9/11/2011,15,58,19,West,UT,Tea,Green Tea,Regular
9/12/2011,16,128,50,West,UT,Herbal Tea,Chamomile,Decaf
9/1/2011,17,148,50,West,UT,Herbal Tea,Lemon,Decaf
9/20/2011,18,123,67,West,UT,Herbal Tea,Mint,Decaf
9/17/2011,19,145,49,West,UT,Coffee,Amaretto,Regular
9/11/2011,20,120,33,West,UT,Coffee,Columbian,Regular
9/13/2011,21,160,36,West,UT,Coffee,Decaf Irish Cream,Decaf
9/14/2011,22,84,40,West,UT,Espresso,Caffe Latte,Regular
9/10/2011,23,169,83,West,UT,Espresso,Caffe Mocha,Regular
9/7/2011,0,115,59,West,UT,Espresso,Decaf Espresso,Decaf
9/4/2011,1,322,199,West,CA,Tea,Darjeeling,Regular
9/5/2011,2,212,125,West,CA,Tea,Earl Grey,Regular
9/29/2011,3,160,58,West,CA,Tea,Green Tea,Regular
9/15/2011,4,261,156,West,CA,Herbal Tea,Chamomile,Decaf
9/23/2011,5,582,291,West,CA,Herbal Tea,Lemon,Decaf
9/10/2011,6,141,64,West,CA,Herbal Tea,Mint,Decaf
9/1/2011,7,116,110,West,CA,Coffee,Amaretto,Regular
9/19/2011,8,842,465,West,CA,Coffee,Columbian,Regular
9/11/2011,9,147,178,West,CA,Coffee,Decaf Irish Cream,Decaf
9/20/2011,10,531,232,West,CA,Espresso,Caffe Latte,Regular
9/26/2011,6,309,39,West,CA,Espresso,Caffe Mocha,Regular
9/4/2011,7,628,326,West,CA,Espresso,Decaf Espresso,Decaf
9/18/2011,8,628,328,West,NV,Tea,Darjeeling,Regular
9/18/2011,9,531,232,West,NV,Tea,Earl Grey,Regular
9/16/2011,10,20,638,West,NV,Tea,Green Tea,Regular
9/14/2011,11,309,39,West,NV,Herbal Tea,Chamomile,Decaf
9/30/2011,12,412,191,West,NV,Herbal Tea,Lemon,Decaf
9/6/2011,13,318,171,West,NV,Herbal Tea,Mint,Decaf
9/17/2011,14,97,3,West,NV,Coffee,Columbian,Regular
9/19/2011,15,77,10,West,NV,Coffee,Decaf Irish Cream,Decaf
9/1/2011,16,46,47,West,NV,Espresso,Caffe Latte,Regular
9/20/2011,17,51,18,West,NV,Espresso,Caffe Mocha,Regular
9/26/2011,18,62,25,West,NV,Espresso,Decaf Espresso,Decaf
9/12/2011,19,53,19,West,OR,Tea,Darjeeling,Regular
9/14/2011,1,265,129,West,OR,Tea,Earl Grey,Regular
9/3/2011,2,245,120,West,OR,Tea,Green Tea,Regular
9/18/2011,3,65,25,West,OR,Herbal Tea,Chamomile,Decaf
9/27/2011,4,149,70,West,OR,Herbal Tea,Lemon,Decaf
9/7/2011,5,134,4,West,OR,Coffee,Amaretto,Regular
9/3/2011,6,146,27,West,OR,Coffee,Columbian,Regular
9/6/2011,7,114,42,West,OR,Coffee,Decaf Irish Cream,Decaf
9/21/2011,8,109,9,West,OR,Espresso,Caffe Latte,Regular
9/22/2011,9,133,42,West,OR,Espresso,Caffe Mocha,Regular
9/19/2011,10,330,129,West,OR,Espresso,Decaf Espresso,Decaf
9/15/2011,11,161,80,West,WA,Tea,Darjeeling,Regular
9/10/2011,12,120,46,West,WA,Tea,Earl Grey,Regular
9/20/2011,13,159,3,West,WA,Tea,Green Tea,Regular
9/17/2011,14,275,135,West,WA,Herbal Tea,Chamomile,Decaf
9/20/2011,15,127,70,West,WA,Herbal Tea,Lemon,Decaf
9/4/2011,16,178,83,West,WA,Coffee,Columbian,Regular
9/21/2011,17,238,24,West,WA,Coffee,Decaf Irish Cream,Decaf
9/21/2011,18,81,31,West,WA,Espresso,Caffe Latte,Regular
9/28/2011,19,159,34,West,WA,Espresso,Caffe Mocha,Regular
9/25/2011,20,194,79,West,WA,Espresso,Decaf Espresso,Decaf
10/6/2011,21,343,137,Central,CO,Herbal Tea,Chamomile,Decaf
10/30/2011,22,130,7,Central,CO,Herbal Tea,Lemon,Decaf
10/7/2011,23,131,39,Central,CO,Herbal Tea,Mint,Decaf
10/7/2011,6,128,19,Central,CO,Tea,Darjeeling,Regular
10/1/2011,7,126,40,Central,CO,Tea,Earl Grey,Regular
10/10/2011,8,218,110,Central,CO,Tea,Green Tea,Regular
10/9/2011,9,199,117,Central,CO,Espresso,Caffe Mocha,Regular
10/19/2011,10,194,83,Central,CO,Espresso,Decaf Espresso,Decaf
10/13/2011,11,322,197,Central,CO,Coffee,Amaretto,Regular
10/6/2011,12,96,40,Central,CO,Coffee,Columbian,Regular
10/13/2011,13,282,172,Central,CO,Coffee,Decaf Irish Cream,Decaf
10/5/2011,14,322,197,Central,IL,Herbal Tea,Chamomile,Decaf
10/26/2011,15,96,40,Central,IL,Herbal Tea,Lemon,Decaf
10/5/2011,16,282,172,Central,IL,Herbal Tea,Mint,Decaf
10/22/2011,17,199,116,Central,IL,Tea,Darjeeling,Regular
10/24/2011,18,194,82,Central,IL,Tea,Earl Grey,Regular
10/1/2011,19,637,332,Central,IL,Espresso,Caffe Mocha,Regular
10/5/2011,14,509,221,Central,IL,Espresso,Decaf Espresso,Decaf
10/1/2011,15,391,178,Central,IL,Coffee,Columbian,Regular
10/26/2011,16,318,171,Central,IL,Coffee,Decaf Irish Cream,Decaf
10/2/2011,17,637,332,Central,IA,Herbal Tea,Chamomile,Decaf
10/21/2011,18,318,169,Central,IA,Herbal Tea,Lemon,Decaf
10/15/2011,19,509,221,Central,IA,Tea,Darjeeling,Regular
10/25/2011,20,604,272,Central,IA,Tea,Earl Grey,Regular
10/12/2011,21,62,27,Central,IA,Espresso,Caffe Mocha,Regular
10/1/2011,22,46,46,Central,IA,Espresso,Decaf Espresso,Decaf
10/7/2011,23,55,22,Central,IA,Coffee,Amaretto,Regular
10/23/2011,0,72,10,Central,IA,Coffee,Columbian,Regular
10/18/2011,1,25,3,Central,IA,Coffee,Decaf Irish Cream,Decaf
10/27/2011,2,116,9,Central,MO,Herbal Tea,Chamomile,Decaf
10/23/2011,3,116,39,Central,MO,Herbal Tea,Lemon,Decaf
10/4/2011,4,98,19,Central,MO,Tea,Darjeeling,Regular
10/31/2011,5,60,16,Central,MO,Tea,Earl Grey,Regular
10/23/2011,6,82,4,Central,MO,Tea,Green Tea,Regular
10/1/2011,7,106,53,Central,MO,Espresso,Caffe Mocha,Regular
10/22/2011,8,84,42,Central,MO,Espresso,Decaf Espresso,Decaf
10/16/2011,9,189,52,Central,MO,Coffee,Columbian,Regular
10/2/2011,10,151,52,Central,MO,Coffee,Decaf Irish Cream,Decaf
10/4/2011,11,56,24,Central,OH,Herbal Tea,Chamomile,Decaf
10/3/2011,12,70,30,Central,OH,Herbal Tea,Lemon,Decaf
10/19/2011,13,218,96,Central,OH,Tea,Darjeeling,Regular
10/8/2011,6,232,113,Central,OH,Tea,Earl Grey,Regular
10/5/2011,7,343,137,Central,OH,Espresso,Caffe Mocha,Regular
10/17/2011,8,128,18,Central,OH,Espresso,Decaf Espresso,Decaf
10/29/2011,9,131,39,Central,OH,Coffee,Amaretto,Regular
10/20/2011,10,114,42,Central,OH,Coffee,Columbian,Regular
10/22/2011,11,130,7,Central,OH,Coffee,Decaf Irish Cream,Decaf
10/8/2011,12,169,85,Central,WI,Herbal Tea,Chamomile,Decaf
10/7/2011,13,126,67,Central,WI,Herbal Tea,Lemon,Decaf
10/2/2011,14,120,45,Central,WI,Tea,Darjeeling,Regular
10/21/2011,15,153,0,Central,WI,Tea,Earl Grey,Regular
10/16/2011,16,185,71,Central,WI,Espresso,Caffe Mocha,Regular
10/16/2011,17,54,15,Central,WI,Espresso,Decaf Espresso,Decaf
10/27/2011,18,134,22,Central,WI,Coffee,Amaretto,Regular
10/30/2011,19,245,27,Central,WI,Coffee,Columbian,Regular
10/24/2011,4,215,91,Central,WI,Coffee,Decaf Irish Cream,Decaf
10/8/2011,5,189,50,East,CT,Herbal Tea,Lemon,Decaf
10/21/2011,6,151,52,East,CT,Herbal Tea,Mint,Decaf
10/24/2011,7,106,53,East,CT,Tea,Darjeeling,Regular
10/19/2011,8,64,27,East,CT,Tea,Green Tea,Regular
10/26/2011,9,153,1,East,CT,Espresso,Caffe Mocha,Regular
10/29/2011,10,118,31,East,CT,Espresso,Decaf Espresso,Decaf
10/20/2011,11,334,171,East,CT,Coffee,Columbian,Regular
10/1/2011,12,54,15,East,FL,Herbal Tea,Chamomile,Decaf
10/6/2011,13,134,24,East,FL,Herbal Tea,Lemon,Decaf
10/1/2011,14,185,71,East,FL,Herbal Tea,Mint,Decaf
10/29/2011,15,100,52,East,FL,Tea,Darjeeling,Regular
10/16/2011,16,126,68,East,FL,Tea,Green Tea,Regular
10/25/2011,17,245,27,East,FL,Espresso,Caffe Mocha,Regular
10/15/2011,18,215,89,East,FL,Espresso,Decaf Espresso,Decaf
10/16/2011,19,218,95,East,FL,Coffee,Columbian,Regular
10/14/2011,20,232,113,East,FL,Coffee,Decaf Irish Cream,Decaf
10/28/2011,21,128,19,East,MA,Herbal Tea,Lemon,Decaf
10/28/2011,22,70,30,East,MA,Tea,Darjeeling,Regular
10/20/2011,23,56,22,East,MA,Tea,Green Tea,Regular
10/10/2011,0,124,16,East,MA,Espresso,Caffe Mocha,Regular
10/10/2011,1,343,137,East,MA,Espresso,Regular Espresso,Regular
10/8/2011,2,505,516,East,MA,Coffee,Columbian,Regular
10/22/2011,3,82,4,East,NH,Herbal Tea,Lemon,Decaf
10/25/2011,4,55,21,East,NH,Tea,Darjeeling,Regular
10/26/2011,5,46,47,East,NH,Tea,Green Tea,Regular
10/25/2011,6,116,10,East,NH,Espresso,Caffe Mocha,Regular
10/8/2011,7,60,18,East,NH,Espresso,Regular Espresso,Regular
10/25/2011,8,128,49,East,NH,Coffee,Amaretto,Regular
10/20/2011,9,121,36,East,NH,Coffee,Columbian,Regular
10/8/2011,10,547,191,East,NY,Herbal Tea,Lemon,Decaf
10/12/2011,11,175,252,East,NY,Herbal Tea,Mint,Decaf
10/15/2011,12,282,171,East,NY,Tea,Darjeeling,Regular
10/16/2011,13,322,199,East,NY,Tea,Earl Grey,Regular
10/17/2011,14,199,116,East,NY,Tea,Green Tea,Regular
10/11/2011,15,74,300,East,NY,Espresso,Caffe Mocha,Regular
10/10/2011,16,815,646,East,NY,Espresso,Regular Espresso,Regular
10/22/2011,17,693,367,East,NY,Coffee,Columbian,Regular
10/29/2011,18,251,129,South,LA,Herbal Tea,Chamomile,Decaf
10/19/2011,19,189,50,South,LA,Herbal Tea,Lemon,Decaf
10/19/2011,20,127,70,South,LA,Coffee,Columbian,Regular
10/23/2011,21,126,67,South,LA,Coffee,Decaf Irish Cream,Decaf
10/12/2011,22,153,1,South,LA,Espresso,Caffe Latte,Regular
10/15/2011,23,169,86,South,LA,Espresso,Caffe Mocha,Regular
10/16/2011,0,120,45,South,LA,Espresso,Decaf Espresso,Decaf
10/29/2011,1,55,21,South,NM,Herbal Tea,Chamomile,Decaf
10/14/2011,2,72,9,South,NM,Herbal Tea,Lemon,Decaf
10/20/2011,3,121,34,South,NM,Coffee,Columbian,Regular
10/15/2011,4,116,39,South,NM,Coffee,Decaf Irish Cream,Decaf
10/18/2011,5,60,18,South,NM,Espresso,Caffe Latte,Regular
10/2/2011,6,116,9,South,NM,Espresso,Caffe Mocha,Regular
10/25/2011,7,98,21,South,NM,Espresso,Decaf Espresso,Decaf
10/21/2011,8,134,24,South,OK,Herbal Tea,Chamomile,Decaf
10/7/2011,9,245,25,South,OK,Herbal Tea,Lemon,Decaf
10/1/2011,10,218,110,South,OK,Coffee,Columbian,Regular
10/24/2011,11,70,31,South,OK,Coffee,Decaf Irish Cream,Decaf
10/18/2011,12,232,113,South,OK,Espresso,Caffe Latte,Regular
10/21/2011,13,56,22,South,OK,Espresso,Caffe Mocha,Regular
10/20/2011,14,218,96,South,OK,Espresso,Decaf Espresso,Decaf
10/23/2011,15,131,39,South,TX,Herbal Tea,Chamomile,Decaf
10/28/2011,16,114,42,South,TX,Herbal Tea,Lemon,Decaf
10/21/2011,17,554,275,South,TX,Coffee,Columbian,Regular
10/4/2011,6,96,39,South,TX,Coffee,Decaf Irish Cream,Decaf
10/23/2011,7,194,82,South,TX,Espresso,Caffe Latte,Regular
10/14/2011,8,322,197,South,TX,Espresso,Caffe Mocha,Regular
10/20/2011,9,199,116,South,TX,Espresso,Decaf Espresso,Decaf
10/21/2011,10,116,9,West,UT,Tea,Darjeeling,Regular
10/22/2011,11,98,21,West,UT,Tea,Earl Grey,Regular
10/2/2011,12,60,18,West,UT,Tea,Green Tea,Regular
10/7/2011,13,128,49,West,UT,Herbal Tea,Chamomile,Decaf
10/6/2011,14,121,34,West,UT,Herbal Tea,Lemon,Decaf
10/29/2011,15,116,40,West,UT,Herbal Tea,Mint,Decaf
10/16/2011,16,251,129,West,UT,Espresso,Caffe Mocha,Regular
10/21/2011,17,106,55,West,UT,Espresso,Decaf Espresso,Decaf
10/21/2011,18,151,53,West,UT,Coffee,Amaretto,Regular
10/3/2011,19,118,33,West,UT,Coffee,Columbian,Regular
10/7/2011,17,189,50,West,UT,Coffee,Decaf Irish Cream,Decaf
10/9/2011,18,84,42,West,UT,Espresso,Caffe Latte,Regular
10/29/2011,19,322,199,West,CA,Tea,Darjeeling,Regular
10/8/2011,20,199,117,West,CA,Tea,Earl Grey,Regular
10/8/2011,21,194,83,West,CA,Tea,Green Tea,Regular
10/21/2011,22,282,171,West,CA,Herbal Tea,Chamomile,Decaf
10/21/2011,23,554,276,West,CA,Herbal Tea,Lemon,Decaf
10/22/2011,0,96,39,West,CA,Herbal Tea,Mint,Decaf
10/26/2011,1,318,40,West,CA,Espresso,Caffe Mocha,Regular
10/23/2011,2,637,334,West,CA,Espresso,Decaf Espresso,Decaf
10/1/2011,3,116,110,West,CA,Coffee,Amaretto,Regular
10/19/2011,4,693,367,West,CA,Coffee,Columbian,Regular
10/29/2011,5,139,174,West,CA,Coffee,Decaf Irish Cream,Decaf
10/3/2011,6,509,221,West,CA,Espresso,Caffe Latte,Regular
10/18/2011,7,637,332,West,NV,Tea,Darjeeling,Regular
10/29/2011,8,509,221,West,NV,Tea,Earl Grey,Regular
10/7/2011,9,22,539,West,NV,Tea,Green Tea,Regular
10/17/2011,10,318,39,West,NV,Herbal Tea,Chamomile,Decaf
10/4/2011,11,391,178,West,NV,Herbal Tea,Lemon,Decaf
10/24/2011,12,318,169,West,NV,Herbal Tea,Mint,Decaf
10/10/2011,13,55,21,West,NV,Espresso,Caffe Mocha,Regular
10/6/2011,6,62,25,West,NV,Espresso,Decaf Espresso,Decaf
10/31/2011,7,82,3,West,NV,Coffee,Columbian,Regular
10/23/2011,8,72,10,West,NV,Coffee,Decaf Irish Cream,Decaf
10/26/2011,9,46,47,West,NV,Espresso,Caffe Latte,Regular
10/22/2011,10,56,24,West,OR,Tea,Darjeeling,Regular
10/22/2011,11,218,95,West,OR,Tea,Earl Grey,Regular
10/17/2011,12,232,113,West,OR,Tea,Green Tea,Regular
10/6/2011,13,65,25,West,OR,Herbal Tea,Chamomile,Decaf
10/16/2011,14,218,108,West,OR,Herbal Tea,Lemon,Decaf
10/18/2011,15,128,18,West,OR,Espresso,Caffe Latte,Regular
10/26/2011,16,131,40,West,OR,Espresso,Caffe Mocha,Regular
10/7/2011,17,343,135,West,OR,Espresso,Decaf Espresso,Decaf
10/17/2011,18,130,7,West,OR,Coffee,Amaretto,Regular
10/26/2011,19,153,31,West,OR,Coffee,Columbian,Regular
10/12/2011,4,114,43,West,OR,Coffee,Decaf Irish Cream,Decaf
10/17/2011,5,169,85,West,WA,Tea,Darjeeling,Regular
10/23/2011,6,120,46,West,WA,Tea,Earl Grey,Regular
10/7/2011,7,153,0,West,WA,Tea,Green Tea,Regular
10/20/2011,8,334,171,West,WA,Herbal Tea,Chamomile,Decaf
10/1/2011,9,127,70,West,WA,Herbal Tea,Lemon,Decaf
10/16/2011,10,54,15,West,WA,Espresso,Caffe Latte,Regular
10/18/2011,11,134,24,West,WA,Espresso,Caffe Mocha,Regular
10/1/2011,12,185,71,West,WA,Espresso,Decaf Espresso,Decaf
10/28/2011,13,178,83,West,WA,Coffee,Columbian,Regular
10/26/2011,14,245,25,West,WA,Coffee,Decaf Irish Cream,Decaf
11/24/2011,15,387,159,Central,CO,Herbal Tea,Chamomile,Decaf
11/24/2011,16,133,6,Central,CO,Herbal Tea,Lemon,Decaf
11/12/2011,17,147,47,Central,CO,Herbal Tea,Mint,Decaf
11/5/2011,18,132,22,Central,CO,Tea,Darjeeling,Regular
11/11/2011,19,133,43,Central,CO,Tea,Earl Grey,Regular
11/20/2011,20,213,104,Central,CO,Tea,Green Tea,Regular
11/28/2011,21,131,71,Central,CO,Espresso,Caffe Mocha,Regular
11/3/2011,22,201,86,Central,CO,Espresso,Decaf Espresso,Decaf
11/23/2011,23,309,190,Central,CO,Coffee,Amaretto,Regular
11/2/2011,0,98,40,Central,CO,Coffee,Columbian,Regular
11/23/2011,1,211,125,Central,CO,Coffee,Decaf Irish Cream,Decaf
11/14/2011,2,309,188,Central,IL,Herbal Tea,Chamomile,Decaf
11/2/2011,3,98,40,Central,IL,Herbal Tea,Lemon,Decaf
11/26/2011,4,211,125,Central,IL,Herbal Tea,Mint,Decaf
11/5/2011,5,131,71,Central,IL,Tea,Darjeeling,Regular
11/4/2011,6,201,88,Central,IL,Tea,Earl Grey,Regular
11/9/2011,7,567,291,Central,IL,Espresso,Caffe Mocha,Regular
11/10/2011,8,451,191,Central,IL,Espresso,Decaf Espresso,Decaf
11/19/2011,9,439,206,Central,IL,Coffee,Columbian,Regular
11/21/2011,10,296,157,Central,IL,Coffee,Decaf Irish Cream,Decaf
11/30/2011,11,567,291,Central,IA,Herbal Tea,Chamomile,Decaf
11/30/2011,12,296,159,Central,IA,Herbal Tea,Lemon,Decaf
11/23/2011,13,451,191,Central,IA,Tea,Darjeeling,Regular
11/9/2011,14,581,257,Central,IA,Tea,Earl Grey,Regular
11/29/2011,15,60,24,Central,IA,Espresso,Caffe Mocha,Regular
11/13/2011,16,46,46,Central,IA,Espresso,Decaf Espresso,Decaf
11/7/2011,17,42,12,Central,IA,Coffee,Amaretto,Regular
11/19/2011,18,68,7,Central,IA,Coffee,Columbian,Regular
11/1/2011,19,25,4,Central,IA,Coffee,Decaf Irish Cream,Decaf
11/2/2011,20,113,12,Central,MO,Herbal Tea,Chamomile,Decaf
11/6/2011,21,130,13,Central,MO,Herbal Tea,Lemon,Decaf
11/7/2011,22,87,13,Central,MO,Tea,Darjeeling,Regular
11/22/2011,23,81,4,Central,MO,Tea,Earl Grey,Regular
11/14/2011,0,79,6,Central,MO,Tea,Green Tea,Regular
11/26/2011,1,141,76,Central,MO,Espresso,Caffe Mocha,Regular
11/12/2011,2,86,40,Central,MO,Espresso,Decaf Espresso,Decaf
11/26/2011,3,196,56,Central,MO,Coffee,Columbian,Regular
11/23/2011,4,160,56,Central,MO,Coffee,Decaf Irish Cream,Decaf
11/18/2011,5,85,43,Central,OH,Herbal Tea,Chamomile,Decaf
11/5/2011,6,94,45,Central,OH,Herbal Tea,Lemon,Decaf
11/16/2011,7,210,92,Central,OH,Tea,Darjeeling,Regular
11/14/2011,8,261,132,Central,OH,Tea,Earl Grey,Regular
11/12/2011,9,387,159,Central,OH,Espresso,Caffe Mocha,Regular
11/3/2011,10,132,24,Central,OH,Espresso,Decaf Espresso,Decaf
11/8/2011,11,147,49,Central,OH,Coffee,Amaretto,Regular
11/11/2011,12,121,47,Central,OH,Coffee,Columbian,Regular
11/12/2011,13,133,4,Central,OH,Coffee,Decaf Irish Cream,Decaf
11/5/2011,14,150,71,Central,WI,Herbal Tea,Chamomile,Decaf
11/10/2011,15,83,40,Central,WI,Herbal Tea,Lemon,Decaf
11/9/2011,16,128,49,Central,WI,Tea,Darjeeling,Regular
11/25/2011,17,157,3,Central,WI,Tea,Earl Grey,Regular
11/11/2011,18,175,67,Central,WI,Espresso,Caffe Mocha,Regular
11/27/2011,19,55,16,Central,WI,Espresso,Decaf Espresso,Decaf
11/9/2011,20,129,21,Central,WI,Coffee,Amaretto,Regular
11/24/2011,21,239,24,Central,WI,Coffee,Columbian,Regular
11/19/2011,22,192,76,Central,WI,Coffee,Decaf Irish Cream,Decaf
11/1/2011,23,196,56,East,CT,Herbal Tea,Lemon,Decaf
11/22/2011,0,160,56,East,CT,Herbal Tea,Mint,Decaf
11/1/2011,1,141,76,East,CT,Tea,Darjeeling,Regular
11/21/2011,2,96,49,East,CT,Tea,Green Tea,Regular
11/27/2011,3,157,3,East,CT,Espresso,Caffe Mocha,Regular
11/13/2011,4,132,39,East,CT,Espresso,Decaf Espresso,Decaf
11/19/2011,5,346,181,East,CT,Coffee,Columbian,Regular
11/18/2011,6,55,16,East,FL,Herbal Tea,Chamomile,Decaf
11/7/2011,7,129,19,East,FL,Herbal Tea,Lemon,Decaf
11/24/2011,8,175,65,East,FL,Herbal Tea,Mint,Decaf
11/9/2011,9,75,34,East,FL,Tea,Darjeeling,Regular
11/28/2011,10,83,42,East,FL,Tea,Green Tea,Regular
11/9/2011,11,239,22,East,FL,Espresso,Caffe Mocha,Regular
11/17/2011,12,192,76,East,FL,Espresso,Decaf Espresso,Decaf
11/11/2011,13,210,93,East,FL,Coffee,Columbian,Regular
11/8/2011,14,261,132,East,FL,Coffee,Decaf Irish Cream,Decaf
11/17/2011,15,132,22,East,MA,Herbal Tea,Lemon,Decaf
11/4/2011,16,94,46,East,MA,Tea,Darjeeling,Regular
11/5/2011,17,85,43,East,MA,Tea,Green Tea,Regular
11/3/2011,18,128,12,East,MA,Espresso,Caffe Mocha,Regular
11/10/2011,19,387,160,East,MA,Espresso,Regular Espresso,Regular
11/25/2011,20,484,481,East,MA,Coffee,Columbian,Regular
11/16/2011,21,79,6,East,NH,Herbal Tea,Lemon,Decaf
11/26/2011,22,42,12,East,NH,Tea,Darjeeling,Regular
11/30/2011,23,46,47,East,NH,Tea,Green Tea,Regular
11/10/2011,0,113,12,East,NH,Espresso,Caffe Mocha,Regular
11/7/2011,1,81,4,East,NH,Espresso,Regular Espresso,Regular
11/16/2011,2,120,45,East,NH,Coffee,Amaretto,Regular
11/11/2011,3,116,30,East,NH,Coffee,Columbian,Regular
11/26/2011,4,614,303,East,NY,Herbal Tea,Lemon,Decaf
11/8/2011,5,171,232,East,NY,Herbal Tea,Mint,Decaf
11/26/2011,6,211,125,East,NY,Tea,Darjeeling,Regular
11/18/2011,7,309,188,East,NY,Tea,Earl Grey,Regular
11/22/2011,8,131,70,East,NY,Tea,Green Tea,Regular
11/11/2011,9,65,300,East,NY,Espresso,Caffe Mocha,Regular
11/1/2011,10,719,565,East,NY,Espresso,Regular Espresso,Regular
11/6/2011,11,664,350,East,NY,Coffee,Columbian,Regular
11/16/2011,12,246,126,South,LA,Herbal Tea,Chamomile,Decaf
11/1/2011,13,196,56,South,LA,Herbal Tea,Lemon,Decaf
11/17/2011,14,123,65,South,LA,Coffee,Columbian,Regular
11/9/2011,15,83,42,South,LA,Coffee,Decaf Irish Cream,Decaf
11/21/2011,16,157,1,South,LA,Espresso,Caffe Latte,Regular
11/27/2011,17,150,73,South,LA,Espresso,Caffe Mocha,Regular
11/1/2011,18,128,50,South,LA,Espresso,Decaf Espresso,Decaf
11/11/2011,19,42,13,South,NM,Herbal Tea,Chamomile,Decaf
11/13/2011,20,68,7,South,NM,Herbal Tea,Lemon,Decaf
11/3/2011,21,116,30,South,NM,Coffee,Columbian,Regular
11/3/2011,22,130,12,South,NM,Coffee,Decaf Irish Cream,Decaf
11/3/2011,23,81,6,South,NM,Espresso,Caffe Latte,Regular
11/28/2011,0,113,10,South,NM,Espresso,Caffe Mocha,Regular
11/30/2011,1,87,12,South,NM,Espresso,Decaf Espresso,Decaf
11/12/2011,2,129,19,South,OK,Herbal Tea,Chamomile,Decaf
11/10/2011,3,239,22,South,OK,Herbal Tea,Lemon,Decaf
11/17/2011,4,213,105,South,OK,Coffee,Columbian,Regular
11/24/2011,5,94,45,South,OK,Coffee,Decaf Irish Cream,Decaf
